750:76,81,564,901,138,262,190,32,656,162
754:58,654,302,17,542,510,29,289,6,616
756:616,84,837,542,285,162,76,8,650,61
757:107887,564,1069,25072,25728,47161,335,7203,40,1196
758:17,616,302,58,654,76,285,224,8,542
763:1866,17,650,29,542,224,84,8,190,554
773:94677,17,18491,58120,7742,2193,39526,105394,31208,2675
774:17,302,518,650,8,61,238,226,554,364
775:58,518,542,101,15,736,1102,564,354,76
782:1002,508,500,35998,441,1951,1410,1065,1405,364
784:1196,17,302,542,289,861,101,84,650,162
793:236,29,654,6766,3448,76,564,238,616,10075
803:138,17,70,521,654,5581,76,84,58,302
813:1788,1305,20672,6968,3653,4701,1772,698,4146,542
815:49534,35501,43540,32,119183,9091,2618,61,4204,97250
817:12539,15,8,94,245,224,518,650,402,2302
818:984,1326,463,1528,5480,8860,2318,760,1124,5738
823:1023,4021,342,1126,3093,10792,31954,13838,825,1881
825:518,8,654,616,508,58,70,1119,787,1382
833:302,58,564,8,84,76,861,322,6,787
835:508,616,58,654,101,302,564,76,32,650
838:8066,1902,131,15131,7210,219,12665,11137,2548,2984
844:58,76,8,29,542,518,70,238,354,6
850:17,354,94,1382,70,245,302,9482,8,32
856:6,486,2018,327,1126,1405,1535,568,103,361
857:6859,486,861,16055,2953,348,296,1089,1239,331
874:1578,787,490,105,1196,2500,518,76,302,1332
891:17,361,302,654,29,354,84,58,76,616
899:17,616,8,302,58,654,76,564,518,650
900:25504,93302,5598,3829,13388,2447,8209,6289,11623,10318
911:20836,16701,5357,21835,7981,4880,87631,6901,4146,2857
918:327,65,518,6793,17,1405,131,8,967,1287
925:17,302,654,58,616,84,29,8,518,101
926:302,58,84,70,354,76,8,1102,650,1462
937:947,2950,302,654,518,616,354,508,542,245
949:17,302,654,76,616,58,8,866,84,29
964:17,873,302,508,1382,70,8,947,1539,616
970:2656,14636,4300,8,4613,5010,9093,84,60987,39477
977:17,29,650,162,15,518,61,285,554,787
981:710,1340,245,1002,6315,353,1410,4856,2917,34113
982:17,84,302,8,654,616,518,245,301,736
984:616,542,58,654,861,650,182,14155,162,17
992:17,780,70,616,8,302,76,508,3137,226
993:41847,616,58,654,29,542,564,76,554,162
998:17,302,654,138,616,84,76,354,29,58
1000:17,518,62,8,3249,65,363,3213,1764,542
1007:17,654,29,8,542,84,518,190,289,285
1027:168,1400,135,5557,2318,801,760,661,1528,574
1028:17,302,542,58,616,238,103,650,564,409
1044:17,616,58,302,654,8,15,650,101,542
1045:17,518,58,8,542,61,101,564,902,84
1049:103,17,472,76,402,245,1382,1126,931,15
1068:65597,29947,6708,117390,2059,15305,12217,327,34065,402
1069:44128,22466,6675,52867,10456,26378,1146,26372,5821,11381
1070:17,616,58,15,542,518,32,322,76,650
1082:4320,9417,28798,2275,10395,64035,1326,4481,67005,3737
1083:15141,53428,449,2076,16272,3582,61,394,3304,3297
1088:616,8,564,17,1987,554,364,6247,32,654
1094:58,616,29,301,736,70,899,6,285,224
1116:21406,37961,36848,65544,822,44578,2374,31598,13929,1923
1121:17,654,99297,20884,1589,2739,873,61,273,678
1125:302,58,1382,654,616,84,94,119,1410,131
1127:245,17,15,616,518,8,654,302,61,58
1132:37859,70,2967,215,49535,2657,8150,114170,3323,5470
1133:508,1205,1002,371,698,827,4856,81,103,1382
1140:616,8,84,302,518,58,542,1102,902,101
1141:17,1382,302,8,508,616,70,354,654,84
1148:121409,3808,34290,68142,17980,14670,24899,122651,90738,90523
1153:17,58,654,616,542,29,15,76,285,564
1163:17,302,654,76,616,58,8,866,84,29
1166:17,616,1119,518,564,542,15,999,32,8
1172:61,1102,518,2233,1578,9076,64571,66162,2960,73548
1192:17,616,302,58,542,8,518,61,29,6
1204:654,17,302,58,616,29,542,84,6,8
1208:654,17,58,302,616,29,650,542,76,162
1209:168,5480,661,719,984,8860,463,2833,1528,76
1234:3153,9874,463,168,3186,39654,8860,719,1124,16381
1236:8973,8566,3536,8673,7739,92719,25880,3147,521,103
1245:873,58,65,84,654,302,616,518,301,8
1263:17,302,58,70,361,76,32,84,650,542
1267:13293,1204,41831,114483,23555,6837,69014,34815,1200,46721
1269:4755,17,2880,616,245,3107,1352,5624,931,518
1288:1017,692,67016,398,654,52295,3824,37742,2776,6292
1295:1126,518,15,787,103,94,2302,245,2200,3476
1296:17,58,654,8,861,84,76,650,518,29
1302:17,302,616,654,1196,542,861,8,518,238
1305:17,8,84,302,518,58,542,902,101,564
1342:17,84,518,302,616,654,58,1102,101,650
1382:616,17,650,8,654,302,58,861,542,518
1389:75115,1305,4245,40853,61636,6836,8055,2455,15025,95032
1391:26376,5117,66418,97434,70612,13378,95998,56056,999,4027
1397:81,986,2967,13368,2292,1344,12589,5767,3819,70
1402:616,302,58,8,518,61,6,245,322,650
1405:92558,24722,4697,96890,17,302,654,76,616,58
1407:17,302,542,616,58,518,486,654,15,787
1408:17,302,654,616,564,58,650,84,736,29
1409:81,780,8,616,70,138,500,1535,61,226
1412:58,654,17,302,542,616,84,518,787,554
1413:322,15,101,6,2030,1405,394,162,1220,787
1418:654,650,542,564,15,289,190,554,787,364
1419:4755,4825,441,3172,378,782,500,4568,508,23191
1420:654,616,302,61,58,15,692,245,29,542
1427:17,518,8,84,564,1405,61,902,322,1102
1430:24893,8,518,508,1102,2657,36264,2097,49420,2326
1431:1471,654,58,616,322,94,518,1690,179,564
1435:84,302,616,58,1102,101,564,76,29,787
1437:40,650,17,58,302,1730,3847,81,76,1069
1441:6559,3307,2548,2715,245,6745,840,10455,714,2983
1447:2121,807,17,650,363,873,18704,518,654,378
1448:42095,44479,8153,8077,6559,23365,33176,44862,81,245
1457:1125,654,17,1499,194,2829,101,32,1535,5706
1458:17,1065,402,616,554,1002,15,2200,486,302
1469:302,616,58,861,1196,402,542,238,61,1685
1477:103,245,899,7415,947,542,230,48,94,4292
1486:752,6097,14147,2275,1460,168,297,14754,9417,4103
1490:17,616,302,518,8,1099,873,542,2121,81
1491:302,654,84,58,616,8,1102,354,76,650
1500:518,3017,58,2193,302,32,1196,554,15,356
1503:654,58,616,8,354,76,650,301,736,866
1517:114309,20916,39959,15457,26925,17456,43966,75825,37458,46908
1518:17,616,518,542,8,58,302,654,508,32
1535:58,302,698,2414,654,81,542,226,650,554
1551:168,984,463,661,1400,1326,760,2318,801,5480
1552:29723,1402,19245,29,17,8892,7006,1126,2342,2121
1553:518,656,654,1382,16764,58,302,5655,13162,719
1559:654,302,616,29,650,84,15,8,6,861
1560:5699,103,94,17,2302,3521,12229,3233,1382,12202
1561:5699,1126,245,327,3233,15,4422,472,17,4967
1562:616,542,654,554,15,364,32,650,289,8
1569:986,81,3756,5767,4048,2379,226,2967,77296,3718
1570:199,2944,8,787,10310,190,54038,101,32,616
1588:245,542,1119,901,32,1187,224,15,17,873
1589:1099,931,1412,12297,66584,352,2980,3927,64261,760
1591:62108,69776,17,302,654,76,616,58,8,866
1601:17,302,15,616,654,542,58,1196,692,6
1602:295,16707,2265,553,15444,402,2302,41065,4825,698
1629:17,58,302,616,654,554,15,32,650,289
1634:8337,2265,347,76,65,59725,815,294,101,63162
1642:1382,508,472,2548,4422,32,1473,931,245,4268
1653:17,616,8,302,58,654,76,564,650,84
1654:1023,224,564,1382,1558,834,1451,748,302,650
1655:654,29,285,8,542,15,354,650,363,162
1668:1267,131,5470,76,6640,8,101593,2030,11579,54
1681:17,8,84,518,3915,58,14685,7006,616,101
1703:119,4364,131,12776,1190,327,3233,518,103,542
1721:302,15,17,354,101,1535,616,1476,138,4542
1727:9368,8156,761,2094,10342,1832,696,542,3855,932
1728:302,58,616,84,1102,354,8,76,650,138
1745:40197,97458,179,33360,78724,44243,2292,117196,61,24123
1746:302,654,17,58,616,29,84,6,518,285
1751:206,22,564,32,26440,4481,203,1382,18593,1119
1756:1733,8,245,999,803,2076,303,4919,1102,9077
1758:302,654,616,650,17,58,29,76,2618,224
1761:25716,70,301,302,2139,60989,14857,19495,21568,94616
1767:58,616,273,62,6,76,8,394,239,15
1779:93097,67185,8635,56748,93631,37843,65741,103533,1674,17395
1780:13960,9354,3041,1772,72271,32648,88524,64,731,10404
1783:17,302,76,650,58,138,84,1102,554,1140
1787:616,15,61,518,1196,564,76,32,554,289
1788:18777,14906,29732,2345,15676,6960,6977,5195,18448,14761
1794:616,17,58,1196,302,654,518,15,650,861
1796:654,650,542,285,15,29,162,61,62,861
1803:616,17,32,8,302,654,15,542,564,58
1820:262,3144,65,17,15601,33936,4307,48112,217,873
1821:518,103,1987,5117,4268,2302,3233,1126,15,17
1822:17,616,654,302,58,8,61,518,1196,32
1823:17,84,650,542,787,508,245,76,301,1382
1840:402,162,797,1220,66,861,650,16675,96,1578
1841:1124,752,5557,7180,22777,18889,2715,10292,13368,7225
1842:17,58,616,302,8,518,84,542,554,564
1850:8232,21024,16603,66743,114,62,87706,495,84,289
1853:1126,5172,518,15,2140,22755,3618,6527,33412,3233
1854:654,296,1578,861,17,1050,1245,4025,364,1804
1862:302,616,32,1102,542,363,15,787,564,736
1880:17,875,302,1119,84,654,354,947,245,2935
1883:94,190,193,273,518,654,650,4502,486,1102
1890:3323,1924,254,9163,873,616,1822,273,905,8213
1891:760,2153,43505,2351,1460,179,17,54603,273,2790
1893:654,61,15,616,999,58,4268,1511,472,103
1894:542,616,15,8,654,101,61,58,508,518
1911:4303,101871,66194,81362,34002,91965,74399,8258,2654,67968
1912:17,224,302,616,654,650,182,58,29,8
1913:17,542,8,1535,616,518,654,15,327,1405
1930:197,24752,7160,108622,59895,9071,32230,2307,4021,22
1932:65779,46143,8142,26813,106682,44805,36338,17,654,302
1950:7785,65,1451,1987,327,103,3233,1126,37720,2115
1951:2121,1360,17,542,564,1287,616,654,342,226
1952:17,616,84,162,76,542,1102,6,861,8
2005:302,76,650,518,29,542,564,15,101,6
2017:123006,13894,23213,107733,11246,101380,44039,58208,47586,17
2025:236,17,776,10075,6766,8861,11621,364,1558,302
2030:17,94,650,322,70,8,363,162,4025,190
2034:6186,9914,22904,57937,116326,21620,24390,13957,88548,6125
2038:302,17,654,58,29,616,542,15,650,6
2046:11199,27296,13889,91537,10492,14117,38488,65072,61664,5545
2058:12597,17944,43327,88234,121818,48197,105988,3711,71705,83082
2068:15,245,2200,542,2233,364,201,656,654,327
2070:13580,84,245,4919,2076,15,542,54155,803,303
2071:616,5767,518,302,650,1196,1382,364,1499,66
2072:518,616,58,654,302,542,101,564,1405,61
2074:5975,1011,65423,17908,11590,5801,4671,11468,10180,3243
2075:245,654,302,84,15,61,8,101,999,103
2076:17,302,654,76,616,58,8,866,84,29
2077:356,58,3297,6,1475,245,182,654,650,3527
2080:17,654,29,58,650,84,6,1102,861,101
2085:1302,34001,11053,327,138,29,289,74699,401,9567
2097:425,1086,39492,81,70,1140,1558,15201,7739,296
2112:17,8,508,76,302,654,616,518,84,7006
2115:70,1287,826,511,1382,3162,1109,1558,5567,1405
2116:302,616,17,654,542,58,4802,650,787,8
2123:17,891,899,8,654,245,616,518,76,48
2135:17,302,616,8,245,654,564,58,84,518
2141:2204,986,46823,1126,1888,496,138,30681,9121,653
2147:12673,12462,6059,17030,35619,42335,109031,728,23833,23598
2154:22506,8384,89073,16271,17003,95538,4880,1153,15507,86969
2160:17,564,32,302,554,518,15,650,364,162
2162:719,20451,2833,7838,1124,1400,9021,2153,1460,5480
2170:17,302,8,650,76,542,58,564,84,238
2177:224,302,44,4414,616,29,654,17,1326,813
2184:616,58,542,84,8,518,245,61,650,6
2185:8,17,302,616,32,84,564,518,650,542
2187:17,302,654,76,616,58,8,866,84,29
2211:8934,13049,61,5111,8069,10997,37703,16707,1752,10230
2223:17,76,81,70,616,58,226,8,654,564
2243:17,518,302,8,654,1023,496,32,94,58
2244:518,616,17,302,84,58,8,101,6,1822
2247:3249,11447,12575,40390,20628,24968,11209,1405,101,58
2250:57782,2634,21826,7838,4103,99751,12812,9874,696,20514
2253:616,76,302,17,1097,58,650,564,363,518
2260:17,302,654,76,616,58,8,866,84,29
2261:616,654,1987,32,327,302,3233,542,61,15
2262:17,302,654,76,616,58,8,866,84,29
2290:3510,89223,182,61002,21901,42276,48182,27420,13630,69048
2291:17,616,84,29,76,8,1102,301,1462,518
2293:17,1126,131,84,101,245,4613,327,58,422
2301:4032,17,429,84,182,7611,4210,2668,65,1102
2302:16229,245,39395,33882,1524,774,353,2714,8,63084
2304:974,574,2816,106,3969,76,1147,13567,2412,2632
2318:654,591,84,1102,429,76,1822,29,736,564
2325:899,875,48,1187,1119,6450,84,302,654,8
2335:17,616,654,302,542,15,61,1196,32,554
2343:17,20916,22466,11826,21567,13732,10455,26478,15201,8861
2346:17,70,616,76,302,654,58,81,138,84
2347:5178,40416,15512,10181,42767,99949,678,45977,105218,2073
2348:17,8,84,616,302,654,58,1102,101,542
2362:17,302,654,76,616,58,8,866,84,29
2363:17,302,616,8,61,518,94,245,29,542
2364:302,101,616,518,8,84,76,29,554,354
2369:616,5740,19552,542,2251,221,238,409,518,70
2373:17,616,76,302,654,58,81,138,84,354
2381:17,616,8,518,302,654,58,84,542,101
2382:102347,3929,27281,58633,3250,13087,66560,6039,13241,11606
2384:17,302,1119,84,70,654,354,947,245,2935
2385:17,302,58,616,29,84,1102,354,8,76
2392:17,302,654,76,616,58,8,866,84,29
2393:17,2139,76,1099,564,500,1410,8,302,508
2394:542,616,302,654,15,564,554,58,101,364
2395:4032,616,17,62,45,33475,859,236,15628,5402
2399:84,1305,2966,13832,37806,10295,1960,15790,766,3101
2405:17,58,302,654,8,84,76,650,518,29
2407:15724,3618,62328,51514,23959,22915,24838,4696,37084,44299
2408:302,654,84,58,616,8,29,1102,354,76
2419:44167,245,17224,76,15161,2326,542,8,2030,1152
2429:17,354,94,1382,70,245,302,9482,8,32
2447:29,84,8,76,289,101,542,518,6,285
2452:2282,12832,35268,10127,19376,48061,77590,27927,22856,8349
2453:29657,23740,71417,596,110105,16642,2908,193,11941,123316
2454:2139,3484,827,1009,500,76,31621,74807,15457,49910
2456:17,58,29,616,84,650,1102,8,76,354
2461:518,29,542,101,736,6,61,1196,289,138
2464:518,542,101,1126,902,616,8,564,2193,654
2465:97,650,3235,327,76,224,1693,15,70,542
2469:616,58,542,902,302,61,861,238,1403,554
2489:168,719,984,1326,1528,8860,574,801,5738,76
2491:2319,17,302,654,76,616,58,8,866,84
2499:1097,302,13523,17,58,616,654,861,409,518
2500:542,654,58,616,76,81,564,901,554,508
2501:6691,76,3169,162,302,22827,19877,1832,19687,182
2505:58,17,654,650,616,29,363,542,518,84
2510:1460,76,1326,297,508,168,226,5738,81,378
2515:901,4326,5708,5183,1001,1302,616,35986,18749,17
2518:3928,10254,262,113437,78662,113310,33321,5292,89611,8320
2520:17,616,302,58,654,76,564,650,84,70
2521:302,654,84,58,616,8,29,1102,354,76
2524:17,616,302,654,58,8,650,542,76,564
2536:17,542,15,245,518,5117,32,564,1405,554
2541:654,58,32,302,15,8,1196,518,554,861
2547:27535,15975,19491,5567,35239,47122,47120,13732,9672,45806
2553:15068,31598,7046,15422,4568,24706,44578,1923,5254,18082
2558:10267,1528,2685,72,9375,1867,10778,24715,298,16381
2560:1578,787,58,364,616,861,5182,1196,409,1220
2563:654,58,302,861,15,486,238,564,409,650
2573:616,58,518,8,101,29,84,289,364,76
2591:17,8,238,616,518,182,358,508,564,1804
2596:17,616,542,302,138,518,76,70,654,84
2597:17,780,76,302,58,262,226,616,654,70
2601:11855,8867,2543,19152,9435,1011,17,902,8,311
2604:367,12332,349,582,2265,431,616,131,14841,654
2611:931,1382,131,119,8,327,1405,363,245,1126
2612:17,58,654,302,554,6,542,518,15,29
2615:650,8,564,542,84,518,6,554,29,76
2625:81,17,564,76,508,302,616,327,1410,654
2626:302,616,356,76,238,70,518,62,861,138
2634:77334,18477,8213,25082,42194,7064,72608,10046,3101,3993
2636:654,84,58,616,8,29,1102,354,76,650
2639:888,3718,26981,81,9770,5821,2527,34880,2241,72716
2650:18646,22505,3824,23463,18669,157,32124,984,65515,9657
2661:30756,73466,8981,37844,28621,14470,26276,2157,37755,284
2663:59567,115958,68791,121209,60884,6987,90263,51191,70785,27788
2666:787,1535,392,17,62,285,58,2172,8232,190
2676:12821,3244,654,289,813,176,24698,162,4174,1168
2689:17,616,8,302,58,654,76,564,518,650
2693:790,650,10408,17,8,21813,891,27340,873,36085
2708:5000,302,1348,654,1102,146,949,10141,1140,6966
2709:616,542,654,518,245,364,238,15,17,1382
2713:10147,40590,331,88280,61,8272,5478,4008,77478,37656
2715:76,5738,2318,297,1460,1400,10267,226,984,801
2716:16542,81,500,986,616,542,8,226,348,17
2727:70,354,94,84,101,1102,1535,542,518,616
2730:17,616,542,15,654,8,518,327,58,999
2731:29,616,84,650,1102,8,76,354,6,542
2734:564,76,1069,736,518,17,616,4017,698,947
2735:14355,1709,28244,75657,496,96461,3241,11694,5545,69527
2737:17,302,654,616,58,8,84,650,518,29
2745:4671,8427,1011,3695,8867,203,11855,17486,19378,9435
2746:38773,27209,32863,13137,20922,24118,5595,4158,13987,7687
2748:5287,12061,1069,2310,103,3093,32274,554,518,1370
2756:616,650,58,564,554,162,902,861,302,1196
2760:29,84,1102,8,76,650,138,542,301,736
2776:17,302,654,76,616,58,8,866,84,29
2799:508,931,17,76,8,302,364,245,2140,65
2802:79262,2594,1140,15141,2185,303,67746,748,2776,4026
2803:14237,2595,88529,670,97817,94755,347,33572,11718,19829
2804:17,654,302,616,76,564,508,650,8,58
2805:7048,908,616,2121,124,496,5582,931,81,3014
2812:654,302,29,542,15,8,6,861,650,162
2815:168,719,984,8860,661,463,1400,8733,9874,2833
2827:8964,17390,7059,2428,13510,6582,62155,27711,29,6929
2831:58,654,8,84,76,518,29,542,564,15
2846:616,1125,302,654,15,61,194,182,650,245
2848:17,654,616,29,84,8,76,650,289,518
2853:18850,1081,1205,12631,13735,463,38736,75173,34823,2326
2854:302,1119,84,70,654,354,245,2935,76,736
2857:2789,82912,34412,10682,7959,13367,1912,39063,8861,698
2858:17,29,84,650,1102,76,354,6,138,542
2861:1410,1205,827,4444,1002,245,3618,17,1119,710
2871:378,17,13660,787,76,8,301,302,1790,542
2907:302,616,542,15,8,58,289,364,654,564
2912:245,226,1382,70,1405,101,364,1709,518,17
2914:510,17,654,58,302,76,542,29,8,650
2924:1002,245,17,2028,710,508,1744,4268,94,226
2925:76,17,1784,1344,901,81,70,226,698,8066
2947:2741,18970,46125,66050,66993,24301,8643,108641,16883,29866
2951:6,616,30839,17,62,224,483,58388,76508,45024
2959:1050,17,518,10511,26067,616,650,322,76,542
2960:418,17,891,650,8,2149,302,616,654,289
2963:17,616,8,84,302,654,518,58,542,1102
2965:6097,135,18240,650,29475,698,564,984,3789,5557
2967:564,518,654,8,302,61,1126,15,616,131
2970:9879,7241,68239,48851,2503,20949,12559,616,17717,696
2977:17,378,8,84,76,302,518,654,3915,58
2981:29,162,190,8,322,76,285,542,84,564
2989:1787,20455,2600,7011,6690,26180,47736,23995,768,8389
2990:37591,7732,112628,24319,13581,29727,17966,97217,29000,77921
3002:17,302,654,76,616,58,8,866,84,29
3004:168,8860,5480,1326,801,2153,760,1528,463,5738
3011:1164,109829,15928,4249,35273,3755,3631,332,48934,2807
3013:5975,1397,2510,9054,4889,13341,6311,14268,8772,17316
3037:17,302,654,76,616,58,8,866,84,29
3038:247,50306,37869,17567,16016,6503,7021,10492,69606,94373
3044:302,654,84,58,616,8,29,1102,354,76
3070:10692,8783,4146,8129,6117,2528,16658,48431,684,12093
3081:616,17,58,654,302,861,1196,238,650,542
3100:302,101,616,518,8,84,542,76,29,554
3102:984,574,168,1400,8733,719,463,5557,2642,2632
3105:2149,12427,25196,16739,97610,29828,38870,873,17783,7815
3107:1326,10752,4755,710,197,1124,14754,5000,1539,238
3110:17,518,616,787,8,245,508,654,58,84
3111:5174,122822,26378,138,1832,5277,696,6472,4304,346
3113:17,616,302,654,8,58,542,76,225,518
3121:8,101,564,542,787,15,32,1405,1196,554
3125:17,70,302,654,354,84,58,29,616,226
3126:17,302,654,76,616,58,8,866,84,29
3129:8016,302,616,61,542,29,76,518,322,736
3139:9739,30639,1305,63710,116320,22606,107375,3632,190,61
3144:17,84,518,302,616,654,58,1102,101,650
3152:55245,109640,1208,99126,53210,62329,6450,118198,94788,10256
3166:17,302,654,76,616,58,8,866,84,29
3167:17,76,1099,564,500,873,1410,8,302,508
3169:84,1023,1382,8,2302,518,866,654,245,508
3170:17,616,8,302,58,654,76,564,518,650
3172:17,616,542,58,654,302,238,861,8,1196
3176:616,15,245,58,101,289,542,6,564,518
3183:17,138,70,654,354,84,58,29,616,226
3184:1749,48,899,9368,2715,1262,3929,3493,764,108846
3193:58,285,518,6,8,354,363,787,902,76
3195:17,84,302,8,899,654,616,518,245,301
3220:616,84,8,76,650,289,101,542,518,6
3229:1790,14174,4414,4025,10455,23440,10511,9283,9749,345
3234:616,518,654,302,1102,70,58,138,114,101
3237:54099,110318,113362,77678,9915,58923,28760,41101,22678,102041
3238:17,302,616,654,58,8,76,542,518,84
3239:17,58,29,616,84,650,1102,8,76,354
3246:8772,1011,9435,4671,2543,1337,203,11855,17486,7622
3258:17,496,245,899,1405,1471,8,2200,787,1119
3263:17,542,2139,616,698,787,302,101,4292,564
3264:17,302,654,76,616,58,8,866,84,29
3277:347,9043,238,24467,7981,327,698,508,302,5857
3279:17,616,15,542,58,302,654,1023,32,564
3295:1730,5097,3568,2139,890,17,4743,40,76,866
3305:1326,18669,9265,23468,1069,10671,96085,1169,9247,3756
3306:6901,1651,698,28389,31739,48431,2463,14990,25351,21500
3308:17,302,654,616,58,32,84,15,650,8
3309:616,861,294,483,1403,4210,4032,289,518,3
3319:17,302,654,76,616,58,8,866,84,29
3320:76,508,226,17,1023,736,224,15,500,654
3328:616,29,58,650,8,84,6,1102,101,542
3329:81,70,986,226,238,3239,1468,508,6733,2967
3335:616,654,58,542,15,8,564,518,61,650
3346:17,616,302,58,654,518,8,542,76,564
3352:17,76,616,361,302,81,866,70,698,1200
3353:17,101,245,1099,103,542,9421,11821,5142,15
3360:22393,262,30851,2097,5150,749,53480,15419,1871,14980
3374:17,616,518,364,654,542,363,2233,508,182
3376:17,302,616,654,58,76,542,224,508,32
3383:29,5604,84,1690,654,17,1762,199,394,236
3386:4203,14336,6272,3712,24498,402,10682,32437,8442,12253
3411:564,2512,15787,5729,76,48443,10295,19791,52862,13931
3412:129,86514,16258,6921,72467,2051,12039,78657,88968,107299
3413:2714,2696,2403,774,1827,970,3506,1524,4487,17
